Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Silky Block of Jewel
appliedenergistics2:facade:0, Cable Facade - Green Slimy Dirt
appliedenergistics2:facade:0, Cable Facade - Blue Slimy Dirt
appliedenergistics2:facade:0, Cable Facade - Purple Slimy Dirt
appliedenergistics2:facade:0, Cable Facade - Magma Slimy Dirt
appliedenergistics2:facade:0, Cable Facade - Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Green Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Blue Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Purple Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Magma Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Green Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Blue Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Purple Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Magma Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Green Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Blue Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Purple Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Magma Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Slimy Leaves
appliedenergistics2:facade:0, Cable Facade - Slimy Leaves
appliedenergistics2:facade:0, Cable Facade - Slimy Leaves
appliedenergistics2:facade:0, Cable Facade - Dried Clay
appliedenergistics2:facade:0, Cable Facade - Dried Bricks
appliedenergistics2:facade:0, Cable Facade - Smooth Brownstone
appliedenergistics2:facade:0, Cable Facade - Rough Brownstone
appliedenergistics2:facade:0, Cable Facade - Brownstone Paver
appliedenergistics2:facade:0, Cable Facade - Brownstone Bricks
appliedenergistics2:facade:0, Cable Facade - Cracked Brownstone Bricks
appliedenergistics2:facade:0, Cable Facade - Fancy Brownstone Bricks
appliedenergistics2:facade:0, Cable Facade - Square Brownstone Bricks
appliedenergistics2:facade:0, Cable Facade - Brownstone Road
appliedenergistics2:facade:0, Cable Facade - Brownstone Creeperface
appliedenergistics2:facade:0, Cable Facade - Triangle Brownstone Bricks
appliedenergistics2:facade:0, Cable Facade - Small Brownstone Bricks
appliedenergistics2:facade:0, Cable Facade - Brownstone Tiles
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Bauxite Ore
appliedenergistics2:facade:0, Cable Facade - Lead Ore
appliedenergistics2:facade:0, Cable Facade - Silver Ore
appliedenergistics2:facade:0, Cable Facade - Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Uranium Ore
appliedenergistics2:facade:0, Cable Facade - Block of Copper
appliedenergistics2:facade:0, Cable Facade - Block of Aluminium
appliedenergistics2:facade:0, Cable Facade - Block of Lead
appliedenergistics2:facade:0, Cable Facade - Block of Silver
appliedenergistics2:facade:0, Cable Facade - Block of Nickel
appliedenergistics2:facade:0, Cable Facade - Block of Uranium
appliedenergistics2:facade:0, Cable Facade - Block of Constantan
appliedenergistics2:facade:0, Cable Facade - Block of Electrum
appliedenergistics2:facade:0, Cable Facade - Block of Steel
appliedenergistics2:facade:0, Cable Facade - Coke Brick
appliedenergistics2:facade:0, Cable Facade - Blast Brick
appliedenergistics2:facade:0, Cable Facade - Reinforced Blast Brick
appliedenergistics2:facade:0, Cable Facade - Block of Coal Coke
appliedenergistics2:facade:0, Cable Facade - Hempcrete
appliedenergistics2:facade:0, Cable Facade - Concrete
appliedenergistics2:facade:0, Cable Facade - Concrete Tile
appliedenergistics2:facade:0, Cable Facade - Leaded Concrete
appliedenergistics2:facade:0, Cable Facade - Insulating Glass
appliedenergistics2:facade:0, Cable Facade - Kiln Brick
appliedenergistics2:facade:0, Cable Facade - Treated Wood Planks
appliedenergistics2:facade:0, Cable Facade - Treated Wood Planks
appliedenergistics2:facade:0, Cable Facade - Treated Wood Planks
appliedenergistics2:facade:0, Cable Facade - Copper Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Aluminium Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Lead Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Silver Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Nickel Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Uranium Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Constantan Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Electrum Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Steel Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Iron Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Gold Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Copper Coil Block
appliedenergistics2:facade:0, Cable Facade - Electrum Coil Block
appliedenergistics2:facade:0, Cable Facade - High-Voltage Coil Block
appliedenergistics2:facade:0, Cable Facade - Redstone Engineering Block
appliedenergistics2:facade:0, Cable Facade - Light Engineering Block
appliedenergistics2:facade:0, Cable Facade - Heavy Engineering Block
appliedenergistics2:facade:0, Cable Facade - Generator Block
appliedenergistics2:facade:0, Cable Facade - Radiator Block
appliedenergistics2:facade:0, Cable Facade - Blank Rune
appliedenergistics2:facade:0, Cable Facade - Speed Rune
appliedenergistics2:facade:0, Cable Facade - Efficiency Rune
appliedenergistics2:facade:0, Cable Facade - Rune of Sacrifice
appliedenergistics2:facade:0, Cable Facade - Rune of Self Sacrifice
appliedenergistics2:facade:0, Cable Facade - Displacement Rune
appliedenergistics2:facade:0, Cable Facade - Rune of Capacity
appliedenergistics2:facade:0, Cable Facade - Rune of Augmented Capacity
appliedenergistics2:facade:0, Cable Facade - Rune of the Orb
appliedenergistics2:facade:0, Cable Facade - Acceleration Rune
appliedenergistics2:facade:0, Cable Facade - Charging Rune
appliedenergistics2:facade:0, Cable Facade - Ritual Stone
appliedenergistics2:facade:0, Cable Facade - Ritual Stone of Water
appliedenergistics2:facade:0, Cable Facade - Ritual Stone of Fire
appliedenergistics2:facade:0, Cable Facade - Ritual Stone of Earth
appliedenergistics2:facade:0, Cable Facade - Ritual Stone of Air
appliedenergistics2:facade:0, Cable Facade - Ritual Stone of Dusk
appliedenergistics2:facade:0, Cable Facade - Ritual Stone of Dawn
appliedenergistics2:facade:0, Cable Facade - Large Bloodstone Tile
appliedenergistics2:facade:0, Cable Facade - Bloodstone Brick
appliedenergistics2:facade:0, Cable Facade - Wooden Path
appliedenergistics2:facade:0, Cable Facade - Tiled Wooden Path
appliedenergistics2:facade:0, Cable Facade - Stone Brick Path
appliedenergistics2:facade:0, Cable Facade - Tiled Stone Path
appliedenergistics2:facade:0, Cable Facade - Worn Stone Brick Path
appliedenergistics2:facade:0, Cable Facade - Tiled Worn Stone Path
appliedenergistics2:facade:0, Cable Facade - Obsidian Brick Path
appliedenergistics2:facade:0, Cable Facade - Tiled Obsidian Path
appliedenergistics2:facade:0, Cable Facade - Raw Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Corrosive Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Destructive Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Vengeful Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Steadfast Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Small Raw Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Small Corrosive Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Small Destructive Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Small Vengeful Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Small Steadfast Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Raw Stone Tiles
appliedenergistics2:facade:0, Cable Facade - Corrosive Stone Tiles
appliedenergistics2:facade:0, Cable Facade - Destructive Stone Tiles
appliedenergistics2:facade:0, Cable Facade - Vengeful Stone Tiles
appliedenergistics2:facade:0, Cable Facade - Steadfast Stone Tiles
appliedenergistics2:facade:0, Cable Facade - Accented Raw Stone Tiles
appliedenergistics2:facade:0, Cable Facade - Accented Corrosive Stone Tiles
appliedenergistics2:facade:0, Cable Facade - Accented Destructive Stone Tiles
appliedenergistics2:facade:0, Cable Facade - Accented Vengeful Stone Tiles
appliedenergistics2:facade:0, Cable Facade - Accented Steadfast Stone Tiles
appliedenergistics2:facade:0, Cable Facade - Raw Stone
appliedenergistics2:facade:0, Cable Facade - Corrosive Stone
appliedenergistics2:facade:0, Cable Facade - Destructive Stone
appliedenergistics2:facade:0, Cable Facade - Vengeful Stone
appliedenergistics2:facade:0, Cable Facade - Steadfast Stone
appliedenergistics2:facade:0, Cable Facade - Polished Raw Stone
appliedenergistics2:facade:0, Cable Facade - Polished Corrosive Stone
appliedenergistics2:facade:0, Cable Facade - Polished Destructive Stone
appliedenergistics2:facade:0, Cable Facade - Polished Vengeful Stone
appliedenergistics2:facade:0, Cable Facade - Polished Steadfast Stone
appliedenergistics2:facade:0, Cable Facade - Raw Demon Alloy
appliedenergistics2:facade:0, Cable Facade - Corrosive Demon Alloy
appliedenergistics2:facade:0, Cable Facade - Destructive Demon Alloy
appliedenergistics2:facade:0, Cable Facade - Vengeful Demon Alloy
appliedenergistics2:facade:0, Cable Facade - Steadfast Demon Alloy
appliedenergistics2:facade:0, Cable Facade - Raw Stone Pillar
appliedenergistics2:facade:0, Cable Facade - Corrosive Stone Pillar
appliedenergistics2:facade:0, Cable Facade - Destructive Stone Pillar
appliedenergistics2:facade:0, Cable Facade - Vengeful Stone Pillar
appliedenergistics2:facade:0, Cable Facade - Steadfast Stone Pillar
appliedenergistics2:facade:0, Cable Facade - Accented Raw Stone Pillar
appliedenergistics2:facade:0, Cable Facade - Accented Corrosive Stone Pillar
appliedenergistics2:facade:0, Cable Facade - Accented Destructive Stone Pillar
appliedenergistics2:facade:0, Cable Facade - Accented Vengeful Stone Pillar
appliedenergistics2:facade:0, Cable Facade - Accented Steadfast Stone Pillar
appliedenergistics2:facade:0, Cable Facade - Raw Stone Pillar Cap
appliedenergistics2:facade:0, Cable Facade - Corrosive Stone Pillar Cap
appliedenergistics2:facade:0, Cable Facade - Destructive Stone Pillar Cap
appliedenergistics2:facade:0, Cable Facade - Vengeful Stone Pillar Cap
appliedenergistics2:facade:0, Cable Facade - Steadfast Stone Pillar Cap
appliedenergistics2:facade:0, Cable Facade - Raw Demon Eye
appliedenergistics2:facade:0, Cable Facade - Corrosive Demon Eye
appliedenergistics2:facade:0, Cable Facade - Destructive Demon Eye
appliedenergistics2:facade:0, Cable Facade - Vengeful Demon Eye
appliedenergistics2:facade:0, Cable Facade - Steadfast Demon Eye
appliedenergistics2:facade:0, Cable Facade - Blood Wood
appliedenergistics2:facade:0, Cable Facade - Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Charged Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Certus Quartz Block
appliedenergistics2:facade:0, Cable Facade - Certus Quartz Pillar
appliedenergistics2:facade:0, Cable Facade - Chiseled Certus Quartz Block
appliedenergistics2:facade:0, Cable Facade - Quartz Glass
appliedenergistics2:facade:0, Cable Facade - Vibrant Quartz Glass
appliedenergistics2:facade:0, Cable Facade - Fluix Block
appliedenergistics2:facade:0, Cable Facade - Sky Stone
appliedenergistics2:facade:0, Cable Facade - Sky Stone Block
appliedenergistics2:facade:0, Cable Facade - Sky Stone Brick
appliedenergistics2:facade:0, Cable Facade - Sky Stone Small Brick
appliedenergistics2:facade:0, Cable Facade - Raw Radiant Quartz Block
appliedenergistics2:facade:0, Cable Facade - Shaped Radiant Quartz Block
appliedenergistics2:facade:0, Cable Facade - Silver Ore
appliedenergistics2:facade:0, Cable Facade - Sapphire Ore
appliedenergistics2:facade:0, Cable Facade - Silver Block
appliedenergistics2:facade:0, Cable Facade - Sapphire Block
appliedenergistics2:facade:0, Cable Facade - Charred Dirt
appliedenergistics2:facade:0, Cable Facade - Charred Grass
appliedenergistics2:facade:0, Cable Facade - Charred Stone
appliedenergistics2:facade:0, Cable Facade - Charred Cobblestone
appliedenergistics2:facade:0, Cable Facade - Charred Gravel
appliedenergistics2:facade:0, Cable Facade - Ash
appliedenergistics2:facade:0, Cable Facade - Frozen Dirt
appliedenergistics2:facade:0, Cable Facade - Frozen Grass
appliedenergistics2:facade:0, Cable Facade - Frozen Stone
appliedenergistics2:facade:0, Cable Facade - Frozen Cobblestone
appliedenergistics2:facade:0, Cable Facade - Frozen Gravel
appliedenergistics2:facade:0, Cable Facade - Frozen Splinters
appliedenergistics2:facade:0, Cable Facade - Dragon Nest
appliedenergistics2:facade:0, Cable Facade - Desert Myrmex Resin
appliedenergistics2:facade:0, Cable Facade - Jungle Myrmex Resin
appliedenergistics2:facade:0, Cable Facade - Sticky Desert Myrmex Resin
appliedenergistics2:facade:0, Cable Facade - Sticky Jungle Myrmex Resin
appliedenergistics2:facade:0, Cable Facade - Hardened Desert Myrmex Resin
appliedenergistics2:facade:0, Cable Facade - Hardened Jungle Myrmex Resin
appliedenergistics2:facade:0, Cable Facade - Desert Myrmex Resin Glass
appliedenergistics2:facade:0, Cable Facade - Jungle Myrmex Resin Glass
appliedenergistics2:facade:0, Cable Facade - Blank Slate Block
appliedenergistics2:facade:0, Cable Facade - Reinforced Slate Block
appliedenergistics2:facade:0, Cable Facade - Imbued Slate Block
appliedenergistics2:facade:0, Cable Facade - Demonic Slate Block
appliedenergistics2:facade:0, Cable Facade - Ethereal Slate Block
appliedenergistics2:facade:0, Cable Facade - Blood Infused Wood
appliedenergistics2:facade:0, Cable Facade - Blood Infused Wooden Planks
appliedenergistics2:facade:0, Cable Facade - Blood Infused Iron Block
appliedenergistics2:facade:0, Cable Facade - Blood Infused Glowstone
appliedenergistics2:facade:0, Cable Facade - Stone Pillar
appliedenergistics2:facade:0, Cable Facade - Sandstone Pillar
appliedenergistics2:facade:0, Cable Facade - Red Sandstone Pillar
appliedenergistics2:facade:0, Cable Facade - Obsidian Pillar
appliedenergistics2:facade:0, Cable Facade - Netherbrick Pillar
appliedenergistics2:facade:0, Cable Facade - Quartz Pillar
appliedenergistics2:facade:0, Cable Facade - Endstone Pillar
appliedenergistics2:facade:0, Cable Facade - Packed Ice Pillar
appliedenergistics2:facade:0, Cable Facade - Snow Pillar
appliedenergistics2:facade:0, Cable Facade - Marble Pillar
appliedenergistics2:facade:0, Cable Facade - Limestone Pillar
appliedenergistics2:facade:0, Cable Facade - Basalt Pillar
appliedenergistics2:facade:0, Cable Facade - Dwarven Pillar
appliedenergistics2:facade:0, Cable Facade - Basalt Paver
appliedenergistics2:facade:0, Cable Facade - Basalt Poison
appliedenergistics2:facade:0, Cable Facade - Basalt Sunken Tile
appliedenergistics2:facade:0, Cable Facade - Basalt Vault
appliedenergistics2:facade:0, Cable Facade - Basalt Sunken
appliedenergistics2:facade:0, Cable Facade - Basalt Knotted
appliedenergistics2:facade:0, Cable Facade - Checkered
appliedenergistics2:facade:0, Cable Facade - Checkered Border
appliedenergistics2:facade:0, Cable Facade - Checkered Small
appliedenergistics2:facade:0, Cable Facade - Checkered Tiles
appliedenergistics2:facade:0, Cable Facade - Checkered Small Tiles
appliedenergistics2:facade:0, Cable Facade - Dwarven Embedded Plate
appliedenergistics2:facade:0, Cable Facade - Dwarven Bordered Pillar
appliedenergistics2:facade:0, Cable Facade - Dwarven Stone Altar
appliedenergistics2:facade:0, Cable Facade - Dwarven Carved Snake
appliedenergistics2:facade:0, Cable Facade - Dwarven Carved Figures
appliedenergistics2:facade:0, Cable Facade - Dwarven Reinforced Brick
appliedenergistics2:facade:0, Cable Facade - Dwarven Scale Pillar
appliedenergistics2:facade:0, Cable Facade - Dwarven Worm Gear
appliedenergistics2:facade:0, Cable Facade - Dwarven Ray Carving
appliedenergistics2:facade:0, Cable Facade - Dwarven Knot
appliedenergistics2:facade:0, Cable Facade - Dwarven Mask
appliedenergistics2:facade:0, Cable Facade - Dwarven Panel
appliedenergistics2:facade:0, Cable Facade - Dwarven Vent
appliedenergistics2:facade:0, Cable Facade - Dwarven Path Lighting
appliedenergistics2:facade:0, Cable Facade - Dwarven Burning Vent
appliedenergistics2:facade:0, Cable Facade - Dwarven Gaslit Vent
appliedenergistics2:facade:0, Cable Facade - Stone Paver
appliedenergistics2:facade:0, Cable Facade - Stone Knot
appliedenergistics2:facade:0, Cable Facade - Endstone Paver
appliedenergistics2:facade:0, Cable Facade - Endstone Checkered Tiles
appliedenergistics2:facade:0, Cable Facade - Aquamarine Ore
appliedenergistics2:facade:0, Cable Facade - Block of Aquamarine
appliedenergistics2:facade:0, Cable Facade - Magnite Ore
appliedenergistics2:facade:0, Cable Facade - Block of Magnite
appliedenergistics2:facade:0, Cable Facade - Randomite Ore
appliedenergistics2:facade:0, Cable Facade - Hexcite Ore
appliedenergistics2:facade:0, Cable Facade - Block of Hexcite
appliedenergistics2:facade:0, Cable Facade - Fissured Stone
appliedenergistics2:facade:0, Cable Facade - Perverted Oak Wood
appliedenergistics2:facade:0, Cable Facade - Perverted Spruce Wood
appliedenergistics2:facade:0, Cable Facade - Perverted Birch Wood
appliedenergistics2:facade:0, Cable Facade - Perverted Jungle Wood
appliedenergistics2:facade:0, Cable Facade - Perverted Oak Leaves
appliedenergistics2:facade:0, Cable Facade - Perverted Spruce Leaves
appliedenergistics2:facade:0, Cable Facade - Perverted Birch Leaves
appliedenergistics2:facade:0, Cable Facade - Perverted Jungle Leaves
appliedenergistics2:facade:0, Cable Facade - Slippery Ice
appliedenergistics2:facade:0, Cable Facade - Mirage Bookshelf
appliedenergistics2:facade:0, Cable Facade - Crystal Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Wiser Gem Ore
appliedenergistics2:facade:0, Cable Facade - Frankincense Log
appliedenergistics2:facade:0, Cable Facade - Frankincense Leaves
appliedenergistics2:facade:0, Cable Facade - Frankincense Planks
appliedenergistics2:facade:0, Cable Facade - Crystal Quartz Block
appliedenergistics2:facade:0, Cable Facade - Wiser Gem Block
appliedenergistics2:facade:0, Cable Facade - Soot-covered Machine Casing
appliedenergistics2:facade:0, Cable Facade - Glitch Infused Block
appliedenergistics2:facade:0, Cable Facade - Crystal Ore
appliedenergistics2:facade:0, Cable Facade - Block of Crystal
appliedenergistics2:facade:0, Cable Facade - Fluix Coil Block
appliedenergistics2:facade:0, Cable Facade - Dense Fluix Coil Block
appliedenergistics2:facade:0, Cable Facade - Quartz Fiber Coil Block
appliedenergistics2:facade:0, Cable Facade - Refined Fiber Coil Block
appliedenergistics2:facade:0, Cable Facade - Asphalt Concrete
appliedenergistics2:facade:0, Cable Facade - Reinforced Coke Brick
appliedenergistics2:facade:0, Cable Facade - Corporea Retainer Evaporator
appliedenergistics2:facade:0, Cable Facade - Red String Tile
appliedenergistics2:facade:0, Cable Facade - Corporea Tile
appliedenergistics2:facade:0, Cable Facade - Corporea Bricks
appliedenergistics2:facade:0, Cable Facade - Painted Acacia Wood
appliedenergistics2:facade:0, Cable Facade - Alchemical Coal Block
appliedenergistics2:facade:0, Cable Facade - Mobius Fuel Block
appliedenergistics2:facade:0, Cable Facade - Aeternalis Fuel Block
appliedenergistics2:facade:0, Cable Facade - Dark Matter Block
appliedenergistics2:facade:0, Cable Facade - Red Matter Block
appliedenergistics2:facade:0, Cable Facade - Nova Catalyst
appliedenergistics2:facade:0, Cable Facade - Nova Cataclysm
appliedenergistics2:facade:0, Cable Facade - Thaumium Plated Stone
appliedenergistics2:facade:0, Cable Facade - Greatwood Block
appliedenergistics2:facade:0, Cable Facade - Thaumium Framed Greatwood
appliedenergistics2:facade:0, Cable Facade - Terra Infused Obsidian
appliedenergistics2:facade:0, Cable Facade - Hexamite
appliedenergistics2:facade:0, Cable Facade - Flux Capacitor
appliedenergistics2:facade:0, Cable Facade - Castle Block
appliedenergistics2:facade:0, Cable Facade - Castle Block
appliedenergistics2:facade:0, Cable Facade - Castle Block
appliedenergistics2:facade:0, Cable Facade - Castle Block
appliedenergistics2:facade:0, Cable Facade - Castle Block
appliedenergistics2:facade:0, Cable Facade - Cursed Earth
appliedenergistics2:facade:0, Cable Facade - Copper Block
appliedenergistics2:facade:0, Cable Facade - Lead Block
appliedenergistics2:facade:0, Cable Facade - Silver Block
appliedenergistics2:facade:0, Cable Facade - Dawnstone Block
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Lead Ore
appliedenergistics2:facade:0, Cable Facade - Silver Ore
appliedenergistics2:facade:0, Cable Facade - Caminite Bricks
appliedenergistics2:facade:0, Cable Facade - Ashen Stone
appliedenergistics2:facade:0, Cable Facade - Ashen Brick
appliedenergistics2:facade:0, Cable Facade - Ashen Tile
appliedenergistics2:facade:0, Cable Facade - Archaic Bricks
appliedenergistics2:facade:0, Cable Facade - Archaic Edge
appliedenergistics2:facade:0, Cable Facade - Archaic Tile
appliedenergistics2:facade:0, Cable Facade - Archaic Light
appliedenergistics2:facade:0, Cable Facade - Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Sealed Planks
appliedenergistics2:facade:0, Cable Facade - Reinforced Sealed Planks
appliedenergistics2:facade:0, Cable Facade - Aluminium Block
appliedenergistics2:facade:0, Cable Facade - Aluminium Ore
appliedenergistics2:facade:0, Cable Facade - Bronze Block
appliedenergistics2:facade:0, Cable Facade - Electrum Block
appliedenergistics2:facade:0, Cable Facade - Nickel Block
appliedenergistics2:facade:0, Cable Facade - Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Tin Block
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Hellshelf
appliedenergistics2:facade:0, Cable Facade - Rock Crystal Ore
appliedenergistics2:facade:0, Cable Facade - Starmetal Ore
appliedenergistics2:facade:0, Cable Facade - Aquamarine Shale
appliedenergistics2:facade:0, Cable Facade - Marble
appliedenergistics2:facade:0, Cable Facade - Marble Bricks
appliedenergistics2:facade:0, Cable Facade - Marble Pillar
appliedenergistics2:facade:0, Cable Facade - Marble Arch
appliedenergistics2:facade:0, Cable Facade - Chiseled Marble
appliedenergistics2:facade:0, Cable Facade - Engraved Marble
appliedenergistics2:facade:0, Cable Facade - Runed Marble
appliedenergistics2:facade:0, Cable Facade - Sooty Marble
appliedenergistics2:facade:0, Cable Facade - Sooty Marble Bricks
appliedenergistics2:facade:0, Cable Facade - Sooty Marble Pillar
appliedenergistics2:facade:0, Cable Facade - Sooty Marble Arch
appliedenergistics2:facade:0, Cable Facade - Chiseled Sooty Marble
appliedenergistics2:facade:0, Cable Facade - Engraved Sooty Marble
appliedenergistics2:facade:0, Cable Facade - Runed Sooty Marble
appliedenergistics2:facade:0, Cable Facade - Infused Wood
appliedenergistics2:facade:0, Cable Facade - Infused Wood Planks
appliedenergistics2:facade:0, Cable Facade - Infused Wood Column
appliedenergistics2:facade:0, Cable Facade - Infused Wood Arch
appliedenergistics2:facade:0, Cable Facade - Engraved Infused Wood
appliedenergistics2:facade:0, Cable Facade - Enriched Infused Wood
appliedenergistics2:facade:0, Cable Facade - Vibrant Infused Wood
appliedenergistics2:facade:0, Cable Facade - Neromantic Prime
appliedenergistics2:facade:0, Cable Facade - Fysallidic Prime
appliedenergistics2:facade:0, Cable Facade - Hard Ice
appliedenergistics2:facade:0, Cable Facade - Disruption Catalyst
appliedenergistics2:facade:0, Cable Facade - Arcane Base
appliedenergistics2:facade:0, Cable Facade - Chiselled Arcane Base
appliedenergistics2:facade:0, Cable Facade - Caminite Blend
appliedenergistics2:facade:0, Cable Facade - Caminite Tiles
appliedenergistics2:facade:0, Cable Facade - Caminite Large Tile
appliedenergistics2:facade:0, Cable Facade - Big Archaic Bricks
appliedenergistics2:facade:0, Cable Facade - Sealed Wood Tile
appliedenergistics2:facade:0, Cable Facade - Sealed Wood Keg
appliedenergistics2:facade:0, Cable Facade - Sealed Wood Pillar
appliedenergistics2:facade:0, Cable Facade - Wrought Iron Tile
appliedenergistics2:facade:0, Cable Facade - Wrought Iron Platform
appliedenergistics2:facade:0, Cable Facade - Baffle Cap Stem
appliedenergistics2:facade:0, Cable Facade - Baffle Cap Huge
appliedenergistics2:facade:0, Cable Facade - Runic Soil
appliedenergistics2:facade:0, Cable Facade - Aeros Soil
appliedenergistics2:facade:0, Cable Facade - Aqueous Soil
appliedenergistics2:facade:0, Cable Facade - Magmatic Soil
appliedenergistics2:facade:0, Cable Facade - Terra Soil
appliedenergistics2:facade:0, Cable Facade - Runestone
appliedenergistics2:facade:0, Cable Facade - Runestone Brick
appliedenergistics2:facade:0, Cable Facade - Runestone Brick
appliedenergistics2:facade:0, Cable Facade - Chiseled Runestone
appliedenergistics2:facade:0, Cable Facade - Sure-Footed Stone
appliedenergistics2:facade:0, Cable Facade - Wildwood Planks
appliedenergistics2:facade:0, Cable Facade - Thatch
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:encoded_pattern, Encoded Pattern
appliedenergistics2:paint_ball:0, Paint Ball - White
appliedenergistics2:paint_ball:1, Paint Ball - Orange
appliedenergistics2:paint_ball:2, Paint Ball - Magenta
appliedenergistics2:paint_ball:3, Paint Ball - Light Blue
appliedenergistics2:paint_ball:4, Paint Ball - Yellow
appliedenergistics2:paint_ball:5, Paint Ball - Lime
appliedenergistics2:paint_ball:6, Paint Ball - Pink
appliedenergistics2:paint_ball:7, Paint Ball - Gray
appliedenergistics2:paint_ball:8, Paint Ball - Light Gray
appliedenergistics2:paint_ball:9, Paint Ball - Cyan
appliedenergistics2:paint_ball:10, Paint Ball - Purple
appliedenergistics2:paint_ball:11, Paint Ball - Blue
appliedenergistics2:paint_ball:12, Paint Ball - Brown
appliedenergistics2:paint_ball:13, Paint Ball - Green
appliedenergistics2:paint_ball:14, Paint Ball - Red
appliedenergistics2:paint_ball:15, Paint Ball - Black
appliedenergistics2:paint_ball:20, Paint Ball - Lumen White
appliedenergistics2:paint_ball:21, Paint Ball - Lumen Orange
appliedenergistics2:paint_ball:22, Paint Ball - Lumen Magenta
appliedenergistics2:paint_ball:23, Paint Ball - Lumen Light Blue
appliedenergistics2:paint_ball:24, Paint Ball - Lumen Yellow
appliedenergistics2:paint_ball:25, Paint Ball - Lumen Lime
appliedenergistics2:paint_ball:26, Paint Ball - Lumen Pink
appliedenergistics2:paint_ball:27, Paint Ball - Lumen Gray
appliedenergistics2:paint_ball:28, Paint Ball - Lumen Light Gray
appliedenergistics2:paint_ball:29, Paint Ball - Lumen Cyan
appliedenergistics2:paint_ball:30, Paint Ball - Lumen Purple
appliedenergistics2:paint_ball:31, Paint Ball - Lumen Blue
appliedenergistics2:paint_ball:32, Paint Ball - Lumen Brown
appliedenergistics2:paint_ball:33, Paint Ball - Lumen Green
appliedenergistics2:paint_ball:34, Paint Ball - Lumen Red
appliedenergistics2:paint_ball:35, Paint Ball - Lumen Black
appliedenergistics2:dummy_fluid_item, item.appliedenergistics2.dummy_fluid_item.name
appliedenergistics2:material:28, Advanced Card
appliedenergistics2:material:44, Annihilation Core
appliedenergistics2:material:25, Basic Card
appliedenergistics2:material:52, Blank Pattern
appliedenergistics2:material:23, Calculation Processor
appliedenergistics2:material:13, Inscriber Calculation Press
appliedenergistics2:material:16, Printed Calculation Circuit
appliedenergistics2:material:27, Capacity Card
appliedenergistics2:material:53, Crafting Card
appliedenergistics2:material:29, Fuzzy Card
appliedenergistics2:material:31, Inverter Card
appliedenergistics2:material:26, Redstone Card
